Timestamp;Topico;Valor
2025-11-15T23:17:16.087982;lan/sala2/sensor/temp;21.6
2025-11-15T23:17:16.157593;lan/sala1/sensor/temp;22.77
2025-11-15T23:17:17.157898;lan/sala1/sensor/temp;23.81
2025-11-15T23:17:18.088248;lan/sala2/sensor/temp;23.39
2025-11-15T23:17:18.160227;lan/sala1/sensor/hum;20.86
2025-11-15T23:17:19.158213;lan/sala1/sensor/temp;23.29
2025-11-15T23:17:20.089489;lan/sala2/sensor/temp;24.19
2025-11-15T23:17:20.160487;lan/sala1/sensor/hum;23.11
2025-11-15T23:17:22.090440;lan/sala2/sensor/temp;23.15
2025-11-15T23:17:22.158461;lan/sala1/sensor/temp;23.62
2025-11-15T23:17:22.161390;lan/sala1/sensor/hum;21.91
2025-11-15T23:17:24.159489;lan/sala1/sensor/temp;22.54
2025-11-15T23:17:25.091129;lan/sala2/sensor/temp;23.91
2025-11-15T23:17:25.162519;lan/sala1/sensor/hum;21.3
2025-11-15T23:17:26.091490;lan/sala2/sensor/temp;22.32
2025-11-15T23:17:27.092662;lan/sala2/sensor/temp;23.91
2025-11-15T23:17:27.160457;lan/sala1/sensor/temp;21.72
2025-11-15T23:17:27.163414;lan/sala1/sensor/hum;21.2
2025-11-15T23:17:28.160752;lan/sala1/sensor/temp;23.27
2025-11-15T23:17:29.092934;lan/sala2/sensor/temp;22.51
2025-11-15T23:17:29.164670;lan/sala1/sensor/hum;21.34
2025-11-15T23:17:30.161306;lan/sala1/sensor/temp;24.29
2025-11-15T23:17:31.093206;lan/sala2/sensor/temp;21.49
2025-11-15T23:17:32.164973;lan/sala1/sensor/hum;21.76
2025-11-15T23:17:33.093451;lan/sala2/sensor/temp;23.39
2025-11-15T23:17:33.162111;lan/sala1/sensor/temp;23.59
2025-11-15T23:17:33.165895;lan/sala1/sensor/hum;20.85
2025-11-15T23:17:35.093741;lan/sala2/sensor/temp;21.72
2025-11-15T23:17:36.162535;lan/sala1/sensor/temp;22.97
2025-11-15T23:17:36.166420;lan/sala1/sensor/hum;23.41
2025-11-15T23:17:37.163804;lan/sala1/sensor/temp;22.55
2025-11-15T23:17:38.093995;lan/sala2/sensor/temp;21.58
2025-11-15T23:17:38.167688;lan/sala1/sensor/hum;23.57
2025-11-15T23:17:39.164077;lan/sala1/sensor/temp;20.81
2025-11-15T23:17:40.164551;lan/sala1/sensor/temp;22.36
2025-11-15T23:17:41.094291;lan/sala2/sensor/temp;20.51
2025-11-15T23:17:41.167910;lan/sala1/sensor/hum;24.0
2025-11-15T23:17:42.164899;lan/sala1/sensor/temp;22.16
2025-11-15T23:17:43.165866;lan/sala1/sensor/temp;24.4
2025-11-15T23:17:43.168755;lan/sala1/sensor/hum;24.96
2025-11-15T23:17:44.094552;lan/sala2/sensor/temp;22.15
2025-11-15T23:17:44.166458;lan/sala1/sensor/temp;23.78
2025-11-15T23:17:45.169501;lan/sala1/sensor/hum;22.16
2025-11-15T23:17:46.095234;lan/sala2/sensor/temp;22.48
2025-11-15T23:17:46.167488;lan/sala1/sensor/temp;24.4
2025-11-15T23:17:46.170411;lan/sala1/sensor/hum;24.73
2025-11-15T23:17:47.095614;lan/sala2/sensor/temp;23.51
2025-11-15T23:17:48.168672;lan/sala1/sensor/temp;24.26
2025-11-15T23:17:48.171519;lan/sala1/sensor/hum;21.9
2025-11-15T23:17:49.096076;lan/sala2/sensor/temp;20.55
2025-11-15T23:17:49.169472;lan/sala1/sensor/temp;24.3
2025-11-15T23:17:49.172321;lan/sala1/sensor/hum;20.56
2025-11-15T23:17:51.096389;lan/sala2/sensor/temp;20.81
2025-11-15T23:17:51.170501;lan/sala1/sensor/temp;24.02
2025-11-15T23:17:51.172886;lan/sala1/sensor/hum;22.35
2025-11-15T23:17:52.096682;lan/sala2/sensor/temp;21.18
2025-11-15T23:17:53.170763;lan/sala1/sensor/temp;22.28
2025-11-15T23:17:54.173769;lan/sala1/sensor/hum;23.88
2025-11-15T23:17:55.097724;lan/sala2/sensor/temp;21.18
2025-11-15T23:17:56.098912;lan/sala2/sensor/temp;23.61
2025-11-15T23:17:56.171660;lan/sala1/sensor/temp;23.17
2025-11-15T23:17:56.174374;lan/sala1/sensor/hum;24.02
2025-11-15T23:17:58.172008;lan/sala1/sensor/temp;24.97
2025-11-15T23:17:58.174588;lan/sala1/sensor/hum;21.63
2025-11-15T23:17:59.099493;lan/sala2/sensor/temp;20.6
2025-11-15T23:18:01.100279;lan/sala2/sensor/temp;23.02
2025-11-15T23:18:01.172521;lan/sala1/sensor/temp;22.05
2025-11-15T23:18:01.175352;lan/sala1/sensor/hum;23.57
2025-11-15T23:18:02.172782;lan/sala1/sensor/temp;24.46
2025-11-15T23:18:02.175662;lan/sala1/sensor/hum;24.43
2025-11-15T23:18:03.173088;lan/sala1/sensor/temp;21.68
2025-11-15T23:18:04.100571;lan/sala2/sensor/temp;24.35
2025-11-15T23:18:04.173358;lan/sala1/sensor/temp;23.13
2025-11-15T23:18:04.176202;lan/sala1/sensor/hum;21.63
2025-11-15T23:18:07.100818;lan/sala2/sensor/temp;23.26
2025-11-15T23:18:07.173711;lan/sala1/sensor/temp;20.69
2025-11-15T23:18:07.176531;lan/sala1/sensor/hum;24.65
2025-11-15T23:18:09.176841;lan/sala1/sensor/hum;23.62
2025-11-15T23:18:10.101132;lan/sala2/sensor/temp;22.68
2025-11-15T23:18:10.174025;lan/sala1/sensor/temp;20.01
2025-11-15T23:18:11.177868;lan/sala1/sensor/hum;21.28
2025-11-15T23:18:12.175018;lan/sala1/sensor/temp;21.93
2025-11-15T23:18:13.101428;lan/sala2/sensor/temp;24.38
2025-11-15T23:18:13.175619;lan/sala1/sensor/temp;22.19
2025-11-15T23:18:13.178556;lan/sala1/sensor/hum;20.08
2025-11-15T23:18:15.102025;lan/sala2/sensor/temp;21.85
2025-11-15T23:18:16.176224;lan/sala1/sensor/temp;20.56
2025-11-15T23:18:16.179085;lan/sala1/sensor/hum;20.5
2025-11-15T23:18:17.103197;lan/sala2/sensor/temp;24.29
2025-11-15T23:18:17.179485;lan/sala1/sensor/hum;24.76
2025-11-15T23:18:19.176718;lan/sala1/sensor/temp;23.41
2025-11-15T23:18:19.180630;lan/sala1/sensor/hum;21.2
2025-11-15T23:18:20.104434;lan/sala2/sensor/temp;22.98
2025-11-15T23:18:20.177706;lan/sala1/sensor/temp;24.92
2025-11-15T23:18:21.178000;lan/sala1/sensor/temp;24.22
2025-11-15T23:18:22.181098;lan/sala1/sensor/hum;20.42
2025-11-15T23:18:23.105196;lan/sala2/sensor/temp;24.97
2025-11-15T23:18:23.178680;lan/sala1/sensor/temp;24.89
2025-11-15T23:18:24.105671;lan/sala2/sensor/temp;21.44
2025-11-15T23:18:25.181375;lan/sala1/sensor/hum;20.79
2025-11-15T23:18:26.179404;lan/sala1/sensor/temp;24.77
2025-11-15T23:18:27.106612;lan/sala2/sensor/temp;23.93
2025-11-15T23:18:27.179686;lan/sala1/sensor/temp;22.37
2025-11-15T23:18:27.181638;lan/sala1/sensor/hum;23.64
2025-11-15T23:18:28.106820;lan/sala2/sensor/temp;24.2
2025-11-15T23:18:28.181989;lan/sala1/sensor/hum;20.8
2025-11-15T23:18:30.180004;lan/sala1/sensor/temp;23.47
2025-11-15T23:18:30.182964;lan/sala1/sensor/hum;22.74
2025-11-15T23:18:31.107875;lan/sala2/sensor/temp;22.93
2025-11-15T23:18:31.180382;lan/sala1/sensor/temp;21.43
2025-11-15T23:18:32.181504;lan/sala1/sensor/temp;21.33
2025-11-15T23:18:33.183492;lan/sala1/sensor/hum;21.42
2025-11-15T23:18:34.108149;lan/sala2/sensor/temp;20.8
2025-11-15T23:18:34.181885;lan/sala1/sensor/temp;20.01
2025-11-15T23:18:35.109397;lan/sala2/sensor/temp;22.67
2025-11-15T23:18:35.182408;lan/sala1/sensor/temp;23.43
2025-11-15T23:18:36.109646;lan/sala2/sensor/temp;24.74
2025-11-15T23:18:36.183469;lan/sala1/sensor/temp;23.44
2025-11-15T23:18:36.184268;lan/sala1/sensor/hum;23.46
2025-11-15T23:18:38.109922;lan/sala2/sensor/temp;21.22
2025-11-15T23:18:38.184397;lan/sala1/sensor/hum;24.32
2025-11-15T23:18:39.184615;lan/sala1/sensor/temp;24.29
2025-11-15T23:18:39.185484;lan/sala1/sensor/hum;24.54
2025-11-15T23:18:41.110500;lan/sala2/sensor/temp;21.74
2025-11-15T23:18:42.185926;lan/sala1/sensor/temp;20.0
2025-11-15T23:18:42.186832;lan/sala1/sensor/hum;23.66
2025-11-15T23:18:43.111423;lan/sala2/sensor/temp;22.78
2025-11-15T23:18:43.186242;lan/sala1/sensor/hum;22.0
2025-11-15T23:18:44.186210;lan/sala1/sensor/temp;23.51
2025-11-15T23:18:45.186438;lan/sala1/sensor/temp;22.09
2025-11-15T23:18:46.111705;lan/sala2/sensor/temp;20.24
2025-11-15T23:18:46.187385;lan/sala1/sensor/temp;21.17
2025-11-15T23:18:46.188214;lan/sala1/sensor/hum;23.45
2025-11-15T23:18:48.112156;lan/sala2/sensor/temp;23.94
2025-11-15T23:18:49.112392;lan/sala2/sensor/temp;22.97
2025-11-15T23:18:49.187666;lan/sala1/sensor/hum;23.71
2025-11-15T23:18:49.188412;lan/sala1/sensor/temp;23.61
2025-11-15T23:18:51.189127;lan/sala1/sensor/temp;21.14
2025-11-15T23:18:52.112676;lan/sala2/sensor/temp;20.97
2025-11-15T23:18:52.188561;lan/sala1/sensor/hum;22.05
2025-11-15T23:18:53.189486;lan/sala1/sensor/hum;21.61
2025-11-15T23:18:54.189492;lan/sala1/sensor/temp;24.32
2025-11-15T23:18:55.112983;lan/sala2/sensor/temp;23.44
2025-11-15T23:18:55.189705;lan/sala1/sensor/temp;22.64
2025-11-15T23:18:55.190425;lan/sala1/sensor/hum;20.31
2025-11-15T23:18:57.190009;lan/sala1/sensor/temp;20.72
2025-11-15T23:18:58.113241;lan/sala2/sensor/temp;24.81
2025-11-15T23:18:58.190453;lan/sala1/sensor/temp;23.07
2025-11-15T23:18:58.191152;lan/sala1/sensor/hum;24.21
2025-11-15T23:18:59.191727;lan/sala1/sensor/hum;21.46
2025-11-15T23:19:00.113500;lan/sala2/sensor/temp;21.66
2025-11-15T23:19:00.191982;lan/sala1/sensor/hum;21.19
2025-11-15T23:19:01.113780;lan/sala2/sensor/temp;23.11
2025-11-15T23:19:01.191519;lan/sala1/sensor/temp;23.56
2025-11-15T23:19:02.192386;lan/sala1/sensor/hum;20.29
2025-11-15T23:19:03.114053;lan/sala2/sensor/temp;24.26
2025-11-15T23:19:03.192406;lan/sala1/sensor/temp;20.67
2025-11-15T23:19:05.114304;lan/sala2/sensor/temp;20.87
2025-11-15T23:19:05.192613;lan/sala1/sensor/hum;24.27
2025-11-15T23:19:06.192713;lan/sala1/sensor/temp;22.76
2025-11-15T23:19:07.114589;lan/sala2/sensor/temp;24.27
2025-11-15T23:19:07.192929;lan/sala1/sensor/hum;20.36
2025-11-15T23:19:07.193742;lan/sala1/sensor/temp;22.24
2025-11-15T23:19:08.114849;lan/sala2/sensor/temp;20.81
2025-11-15T23:19:08.193509;lan/sala1/sensor/hum;21.37
2025-11-15T23:19:09.115283;lan/sala2/sensor/temp;22.71
2025-11-15T23:19:10.194430;lan/sala1/sensor/temp;22.4
2025-11-15T23:19:10.195209;lan/sala1/sensor/hum;22.19
2025-11-15T23:19:11.115655;lan/sala2/sensor/temp;21.27
2025-11-15T23:19:13.115995;lan/sala2/sensor/temp;22.79
2025-11-15T23:19:13.195211;lan/sala1/sensor/temp;23.61
2025-11-15T23:19:13.195958;lan/sala1/sensor/hum;21.3
2025-11-15T23:19:14.195684;lan/sala1/sensor/hum;21.08
2025-11-15T23:19:14.196544;lan/sala1/sensor/temp;20.33
2025-11-15T23:19:16.116245;lan/sala2/sensor/temp;23.15
2025-11-15T23:19:17.195956;lan/sala1/sensor/hum;20.84
2025-11-15T23:19:17.196865;lan/sala1/sensor/temp;24.86
2025-11-15T23:19:19.116546;lan/sala2/sensor/temp;22.62
2025-11-15T23:19:19.196672;lan/sala1/sensor/hum;23.01
2025-11-15T23:19:19.197541;lan/sala1/sensor/temp;21.42
2025-11-15T23:19:20.197837;lan/sala1/sensor/hum;23.78
2025-11-15T23:19:20.198695;lan/sala1/sensor/temp;20.08
2025-11-15T23:19:21.117449;lan/sala2/sensor/temp;21.51
2025-11-15T23:19:22.198145;lan/sala1/sensor/hum;21.13
2025-11-15T23:19:23.117714;lan/sala2/sensor/temp;21.43
2025-11-15T23:19:23.198191;lan/sala1/sensor/temp;23.1
2025-11-15T23:19:24.199176;lan/sala1/sensor/hum;21.93
2025-11-15T23:19:25.198464;lan/sala1/sensor/temp;24.69
2025-11-15T23:19:26.118753;lan/sala2/sensor/temp;24.07
2025-11-15T23:19:26.199420;lan/sala1/sensor/temp;23.26
2025-11-15T23:19:27.200389;lan/sala1/sensor/hum;20.3
2025-11-15T23:19:28.119495;lan/sala2/sensor/temp;20.35
2025-11-15T23:19:29.199689;lan/sala1/sensor/temp;21.26
2025-11-15T23:19:29.200551;lan/sala1/sensor/hum;24.18
2025-11-15T23:19:30.120378;lan/sala2/sensor/temp;23.98
2025-11-15T23:19:31.199977;lan/sala1/sensor/temp;24.36
2025-11-15T23:19:31.200850;lan/sala1/sensor/hum;21.72
2025-11-15T23:19:32.120641;lan/sala2/sensor/temp;23.45
2025-11-15T23:19:32.201418;lan/sala1/sensor/hum;23.38
2025-11-15T23:19:33.121377;lan/sala2/sensor/temp;21.25
2025-11-15T23:19:34.200338;lan/sala1/sensor/temp;23.08
2025-11-15T23:19:34.201800;lan/sala1/sensor/hum;22.26
2025-11-15T23:19:35.200668;lan/sala1/sensor/temp;21.46
2025-11-15T23:19:36.121704;lan/sala2/sensor/temp;21.97
2025-11-15T23:19:37.202476;lan/sala1/sensor/hum;24.84
2025-11-15T23:19:38.200951;lan/sala1/sensor/temp;20.15
2025-11-15T23:19:39.121967;lan/sala2/sensor/temp;23.95
2025-11-15T23:19:39.201294;lan/sala1/sensor/temp;21.68
2025-11-15T23:19:40.123205;lan/sala2/sensor/temp;20.0
2025-11-15T23:19:40.201590;lan/sala1/sensor/temp;21.78
2025-11-15T23:19:40.203419;lan/sala1/sensor/hum;20.55
2025-11-15T23:19:42.204535;lan/sala1/sensor/hum;23.49
2025-11-15T23:19:43.123469;lan/sala2/sensor/temp;24.42
2025-11-15T23:19:43.201859;lan/sala1/sensor/temp;23.66
2025-11-15T23:19:44.202184;lan/sala1/sensor/temp;23.2
2025-11-15T23:19:44.205071;lan/sala1/sensor/hum;20.4
2025-11-15T23:19:45.202419;lan/sala1/sensor/temp;20.74
2025-11-15T23:19:46.123777;lan/sala2/sensor/temp;24.25
2025-11-15T23:19:46.203597;lan/sala1/sensor/temp;23.15
2025-11-15T23:19:47.124077;lan/sala2/sensor/temp;22.79
2025-11-15T23:19:47.203809;lan/sala1/sensor/temp;21.45
2025-11-15T23:19:47.205705;lan/sala1/sensor/hum;23.23
2025-11-15T23:19:49.124389;lan/sala2/sensor/temp;23.0
2025-11-15T23:19:49.206004;lan/sala1/sensor/hum;20.57
2025-11-15T23:19:50.204974;lan/sala1/sensor/temp;24.64
2025-11-15T23:19:50.206889;lan/sala1/sensor/hum;24.65
2025-11-15T23:19:51.125601;lan/sala2/sensor/temp;23.91
2025-11-15T23:19:51.207132;lan/sala1/sensor/hum;24.07
2025-11-15T23:19:52.205614;lan/sala1/sensor/temp;21.42
2025-11-15T23:19:53.125855;lan/sala2/sensor/temp;21.81
2025-11-15T23:19:53.206114;lan/sala1/sensor/temp;21.62
2025-11-15T23:19:53.208023;lan/sala1/sensor/hum;21.49
2025-11-15T23:19:56.126577;lan/sala2/sensor/temp;23.35
2025-11-15T23:19:56.207390;lan/sala1/sensor/temp;21.12
2025-11-15T23:19:56.208252;lan/sala1/sensor/hum;21.45
2025-11-15T23:19:57.207682;lan/sala1/sensor/temp;20.69
2025-11-15T23:19:57.208724;lan/sala1/sensor/hum;23.63
2025-11-15T23:19:59.127785;lan/sala2/sensor/temp;21.46
2025-11-15T23:19:59.209559;lan/sala1/sensor/hum;24.27
2025-11-15T23:20:00.128663;lan/sala2/sensor/temp;23.91
2025-11-15T23:20:00.207992;lan/sala1/sensor/temp;20.36
2025-11-15T23:20:02.129236;lan/sala2/sensor/temp;20.7
2025-11-15T23:20:02.210779;lan/sala1/sensor/hum;21.66
2025-11-15T23:20:03.208309;lan/sala1/sensor/temp;23.56
2025-11-15T23:20:03.211198;lan/sala1/sensor/hum;24.17
2025-11-15T23:20:05.129481;lan/sala2/sensor/temp;22.05
2025-11-15T23:20:05.209579;lan/sala1/sensor/temp;24.82
2025-11-15T23:20:06.211589;lan/sala1/sensor/hum;23.68
2025-11-15T23:20:07.129749;lan/sala2/sensor/temp;20.85
2025-11-15T23:20:07.209901;lan/sala1/sensor/temp;23.23
2025-11-15T23:20:07.211819;lan/sala1/sensor/hum;20.28
2025-11-15T23:20:10.130007;lan/sala2/sensor/temp;24.83
2025-11-15T23:20:10.210188;lan/sala1/sensor/temp;24.01
2025-11-15T23:20:10.212055;lan/sala1/sensor/hum;24.93
2025-11-15T23:20:11.210453;lan/sala1/sensor/temp;24.87
2025-11-15T23:20:12.130262;lan/sala2/sensor/temp;22.45
2025-11-15T23:20:13.130520;lan/sala2/sensor/temp;20.32
2025-11-15T23:20:13.210754;lan/sala1/sensor/temp;20.27
2025-11-15T23:20:13.212608;lan/sala1/sensor/hum;24.97
2025-11-15T23:20:14.211340;lan/sala1/sensor/temp;20.94
2025-11-15T23:20:15.131494;lan/sala2/sensor/temp;24.9
2025-11-15T23:20:15.211827;lan/sala1/sensor/temp;21.07
2025-11-15T23:20:15.213802;lan/sala1/sensor/hum;22.58
2025-11-15T23:20:16.212076;lan/sala1/sensor/temp;24.76
2025-11-15T23:20:17.131757;lan/sala2/sensor/temp;23.58
2025-11-15T23:20:17.213276;lan/sala1/sensor/temp;21.05
2025-11-15T23:20:18.132477;lan/sala2/sensor/temp;20.25
2025-11-15T23:20:18.213606;lan/sala1/sensor/temp;24.16
2025-11-15T23:20:18.214277;lan/sala1/sensor/hum;24.25
2025-11-15T23:20:19.133528;lan/sala2/sensor/temp;22.54
2025-11-15T23:20:19.214476;lan/sala1/sensor/hum;23.3
2025-11-15T23:20:21.213933;lan/sala1/sensor/temp;20.1
2025-11-15T23:20:22.133772;lan/sala2/sensor/temp;23.5
2025-11-15T23:20:22.215365;lan/sala1/sensor/hum;22.81
2025-11-15T23:20:23.214248;lan/sala1/sensor/temp;24.32
2025-11-15T23:20:24.134321;lan/sala2/sensor/temp;22.22
2025-11-15T23:20:25.215622;lan/sala1/sensor/hum;23.85
2025-11-15T23:20:26.135348;lan/sala2/sensor/temp;20.24
2025-11-15T23:20:26.214660;lan/sala1/sensor/temp;24.17
2025-11-15T23:20:26.215977;lan/sala1/sensor/hum;23.52
2025-11-15T23:20:27.215124;lan/sala1/sensor/temp;24.9
2025-11-15T23:20:28.215902;lan/sala1/sensor/temp;21.98
2025-11-15T23:20:29.135600;lan/sala2/sensor/temp;23.33
2025-11-15T23:20:29.216553;lan/sala1/sensor/hum;24.34
2025-11-15T23:20:30.216149;lan/sala1/sensor/temp;23.3
2025-11-15T23:20:32.135857;lan/sala2/sensor/temp;23.73
2025-11-15T23:20:32.216601;lan/sala1/sensor/temp;20.95
2025-11-15T23:20:32.217145;lan/sala1/sensor/hum;23.85
2025-11-15T23:20:33.217777;lan/sala1/sensor/temp;23.1
2025-11-15T23:20:34.217432;lan/sala1/sensor/hum;22.89
2025-11-15T23:20:34.218123;lan/sala1/sensor/temp;23.79
2025-11-15T23:20:35.136101;lan/sala2/sensor/temp;21.9
2025-11-15T23:20:35.218529;lan/sala1/sensor/temp;21.0
2025-11-15T23:20:36.219494;lan/sala1/sensor/temp;23.13
2025-11-15T23:20:37.136552;lan/sala2/sensor/temp;24.51
2025-11-15T23:20:37.217657;lan/sala1/sensor/hum;23.62
2025-11-15T23:20:37.220645;lan/sala1/sensor/temp;23.51
2025-11-15T23:20:40.137755;lan/sala2/sensor/temp;24.19
2025-11-15T23:20:40.217931;lan/sala1/sensor/hum;23.8
2025-11-15T23:20:40.220900;lan/sala1/sensor/temp;21.66
2025-11-15T23:20:41.218166;lan/sala1/sensor/hum;21.51
2025-11-15T23:20:42.138075;lan/sala2/sensor/temp;23.75
2025-11-15T23:20:43.221318;lan/sala1/sensor/temp;24.46
2025-11-15T23:20:44.219491;lan/sala1/sensor/hum;20.27
2025-11-15T23:20:44.222489;lan/sala1/sensor/temp;24.18
2025-11-15T23:20:45.138356;lan/sala2/sensor/temp;22.73
2025-11-15T23:20:45.219765;lan/sala1/sensor/hum;20.68
2025-11-15T23:20:45.223440;lan/sala1/sensor/temp;22.86
2025-11-15T23:20:46.139458;lan/sala2/sensor/temp;21.98
2025-11-15T23:20:46.224569;lan/sala1/sensor/temp;20.03
2025-11-15T23:20:47.140467;lan/sala2/sensor/temp;20.53
2025-11-15T23:20:47.225133;lan/sala1/sensor/temp;20.89
2025-11-15T23:20:48.220059;lan/sala1/sensor/hum;24.81
2025-11-15T23:20:50.141301;lan/sala2/sensor/temp;20.54
2025-11-15T23:20:50.220476;lan/sala1/sensor/hum;20.23
2025-11-15T23:20:50.225499;lan/sala1/sensor/temp;22.59
2025-11-15T23:20:51.225753;lan/sala1/sensor/temp;22.1
2025-11-15T23:20:52.142136;lan/sala2/sensor/temp;24.41
2025-11-15T23:20:53.221466;lan/sala1/sensor/hum;21.82
2025-11-15T23:20:54.142356;lan/sala2/sensor/temp;21.53
2025-11-15T23:20:54.221724;lan/sala1/sensor/hum;23.66
2025-11-15T23:20:54.225989;lan/sala1/sensor/temp;24.72
2025-11-15T23:20:55.142641;lan/sala2/sensor/temp;21.07
2025-11-15T23:20:55.226535;lan/sala1/sensor/temp;22.74
2025-11-15T23:20:57.142915;lan/sala2/sensor/temp;21.89
2025-11-15T23:20:57.222020;lan/sala1/sensor/hum;22.02
2025-11-15T23:20:57.227719;lan/sala1/sensor/temp;20.1
2025-11-15T23:20:59.143145;lan/sala2/sensor/temp;22.89
2025-11-15T23:20:59.222259;lan/sala1/sensor/hum;24.18
2025-11-15T23:20:59.227901;lan/sala1/sensor/temp;22.41
2025-11-15T23:21:01.222568;lan/sala1/sensor/hum;22.93
2025-11-15T23:21:01.228136;lan/sala1/sensor/temp;23.78
2025-11-15T23:21:02.143488;lan/sala2/sensor/temp;22.77
2025-11-15T23:21:03.228412;lan/sala1/sensor/temp;20.3
2025-11-15T23:21:04.144179;lan/sala2/sensor/temp;24.98
2025-11-15T23:21:04.224240;lan/sala1/sensor/hum;21.59
2025-11-15T23:21:06.144486;lan/sala2/sensor/temp;21.73
2025-11-15T23:21:06.229497;lan/sala1/sensor/temp;22.3
2025-11-15T23:21:07.225334;lan/sala1/sensor/hum;21.61
2025-11-15T23:21:07.229691;lan/sala1/sensor/temp;21.69
2025-11-15T23:21:08.225690;lan/sala1/sensor/hum;22.16
2025-11-15T23:21:09.145493;lan/sala2/sensor/temp;21.81
2025-11-15T23:21:10.225950;lan/sala1/sensor/hum;20.18
2025-11-15T23:21:10.230931;lan/sala1/sensor/temp;23.59
2025-11-15T23:21:11.145762;lan/sala2/sensor/temp;22.43
2025-11-15T23:21:11.231182;lan/sala1/sensor/temp;23.92
2025-11-15T23:21:13.226905;lan/sala1/sensor/hum;20.84
2025-11-15T23:21:14.146057;lan/sala2/sensor/temp;23.62
2025-11-15T23:21:14.232252;lan/sala1/sensor/temp;21.16
2025-11-15T23:21:15.147247;lan/sala2/sensor/temp;21.21
2025-11-15T23:21:15.232735;lan/sala1/sensor/temp;20.85
2025-11-15T23:21:16.228086;lan/sala1/sensor/hum;21.5
2025-11-15T23:21:16.232967;lan/sala1/sensor/temp;24.55
2025-11-15T23:21:17.148524;lan/sala2/sensor/temp;24.92
2025-11-15T23:21:17.233446;lan/sala1/sensor/temp;20.45
2025-11-15T23:21:18.229215;lan/sala1/sensor/hum;23.82
2025-11-15T23:21:20.149236;lan/sala2/sensor/temp;21.53
2025-11-15T23:21:20.233772;lan/sala1/sensor/temp;21.74
2025-11-15T23:21:21.229469;lan/sala1/sensor/hum;23.33
2025-11-15T23:21:21.234654;lan/sala1/sensor/temp;21.71
2025-11-15T23:21:22.150233;lan/sala2/sensor/temp;24.24
2025-11-15T23:21:22.230208;lan/sala1/sensor/hum;22.97
2025-11-15T23:21:22.235146;lan/sala1/sensor/temp;20.95
2025-11-15T23:21:24.150470;lan/sala2/sensor/temp;22.8
2025-11-15T23:21:24.235566;lan/sala1/sensor/temp;20.37
2025-11-15T23:21:25.150935;lan/sala2/sensor/temp;23.99
2025-11-15T23:21:25.231051;lan/sala1/sensor/hum;24.23
2025-11-15T23:21:25.235798;lan/sala1/sensor/temp;24.78
2025-11-15T23:21:26.231373;lan/sala1/sensor/hum;20.96
2025-11-15T23:21:26.236005;lan/sala1/sensor/temp;21.9
2025-11-15T23:21:27.151167;lan/sala2/sensor/temp;24.14
2025-11-15T23:21:27.237257;lan/sala1/sensor/temp;21.98
2025-11-15T23:21:28.152428;lan/sala2/sensor/temp;22.42
2025-11-15T23:21:28.238370;lan/sala1/sensor/temp;20.86
2025-11-15T23:21:29.232160;lan/sala1/sensor/hum;22.75
2025-11-15T23:21:30.153128;lan/sala2/sensor/temp;22.14
2025-11-15T23:21:30.232501;lan/sala1/sensor/hum;21.68
2025-11-15T23:21:30.239381;lan/sala1/sensor/temp;22.9
2025-11-15T23:21:31.154230;lan/sala2/sensor/temp;22.53
2025-11-15T23:21:31.233355;lan/sala1/sensor/hum;22.33
2025-11-15T23:21:32.233607;lan/sala1/sensor/hum;23.34
2025-11-15T23:21:32.239602;lan/sala1/sensor/temp;20.96
2025-11-15T23:21:33.154473;lan/sala2/sensor/temp;22.39
2025-11-15T23:21:34.233845;lan/sala1/sensor/hum;21.34
2025-11-15T23:21:35.155022;lan/sala2/sensor/temp;24.87
2025-11-15T23:21:35.239854;lan/sala1/sensor/temp;22.36
2025-11-15T23:21:36.155531;lan/sala2/sensor/temp;24.46
2025-11-15T23:21:37.155777;lan/sala2/sensor/temp;24.55
2025-11-15T23:21:37.234104;lan/sala1/sensor/hum;22.3
2025-11-15T23:21:37.240076;lan/sala1/sensor/temp;23.7
2025-11-15T23:21:38.235197;lan/sala1/sensor/hum;22.37
2025-11-15T23:21:38.241205;lan/sala1/sensor/temp;21.45
2025-11-15T23:21:39.235497;lan/sala1/sensor/hum;24.58
2025-11-15T23:21:40.156495;lan/sala2/sensor/temp;22.6
2025-11-15T23:21:40.241530;lan/sala1/sensor/temp;21.28
2025-11-15T23:21:41.235789;lan/sala1/sensor/hum;21.81
2025-11-15T23:21:41.242076;lan/sala1/sensor/temp;21.99
2025-11-15T23:21:42.157705;lan/sala2/sensor/temp;22.56
2025-11-15T23:21:42.236545;lan/sala1/sensor/hum;23.33
2025-11-15T23:21:43.237676;lan/sala1/sensor/hum;22.22
2025-11-15T23:21:43.243149;lan/sala1/sensor/temp;20.47
2025-11-15T23:21:44.237993;lan/sala1/sensor/hum;24.07
2025-11-15T23:21:45.158009;lan/sala2/sensor/temp;22.23
2025-11-15T23:21:46.239241;lan/sala1/sensor/hum;20.29
2025-11-15T23:21:46.244176;lan/sala1/sensor/temp;24.46
2025-11-15T23:21:47.158706;lan/sala2/sensor/temp;22.98
2025-11-15T23:21:48.159506;lan/sala2/sensor/temp;20.41
2025-11-15T23:21:49.240453;lan/sala1/sensor/hum;22.36
2025-11-15T23:21:49.244616;lan/sala1/sensor/temp;24.49
2025-11-15T23:21:50.160466;lan/sala2/sensor/temp;21.2
2025-11-15T23:21:50.245045;lan/sala1/sensor/temp;22.78
